horizon,beta_pos,beta_neg,tstat_diff,pval_diff,r2,n
1,-2.449491091729975e-05,4.796726689201866e-05,-0.9531715456263633,0.3405976902048264,0.00039718630044049963,2440
5,-4.0718327286716495e-06,-0.00014316120829665927,0.7954128797780149,0.42645121686651605,0.0005199895616172512,2428
15,1.0327141710645398e-05,0.00015684126254948756,-0.5176623950286766,0.604741950599781,0.00021590031330809278,2383
