ticker,date,file,spread_bps,n_rows,ic_1m,ic_5m,ic_15m
AAPL,2019-02-12,AAPL_2019-02-12_34200000_57600000_60_10,0.75,390,-0.02307294455253416,-0.038171268079446256,-0.10627172461938715
AAPL,2019-02-13,AAPL_2019-02-13_34200000_57600000_60_10,0.78,390,-0.02328825975186418,0.014371470294904994,-0.06690711779229497
AAPL,2019-02-14,AAPL_2019-02-14_34200000_57600000_60_10,0.96,390,-0.024583360017559466,-0.07560260745930121,0.011227395021450797
AAPL,2019-02-15,AAPL_2019-02-15_34200000_57600000_60_10,0.91,390,-0.036665948348918495,-0.06289501042428929,-0.0691251598723303
AAPL,2019-02-19,AAPL_2019-02-19_34200000_57600000_60_10,0.81,390,-0.08252528204683793,-0.058880221141043174,-0.01425660095616684
AAPL,2019-02-20,AAPL_2019-02-20_34200000_57600000_60_10,0.87,390,-0.01823297855125918,0.09461419873813072,0.07416411870469987
AAPL,2019-02-21,AAPL_2019-02-21_34200000_57600000_60_10,0.83,390,-0.022572042175933102,-0.06833640498586899,-0.010364024005256633
AAPL,2019-02-22,AAPL_2019-02-22_34200000_57600000_60_10,0.86,390,-0.007314269407677302,-0.07433658078293452,-0.0314799170910038
AAPL,2019-02-25,AAPL_2019-02-25_34200000_57600000_60_10,0.83,390,-0.020402071844732684,0.029607315546472956,-0.016585347419241055
AAPL,2019-02-26,AAPL_2019-02-26_34200000_57600000_60_10,0.79,390,0.06723041298702365,-0.033709870796843386,-0.06737851593886107
AAPL,2019-02-27,AAPL_2019-02-27_34200000_57600000_60_10,0.86,390,0.01794195568592515,-0.043221130323790255,-0.04594828753722029
AAPL,2019-02-28,AAPL_2019-02-28_34200000_57600000_60_10,0.89,390,0.004395535734458969,-0.005077504607722815,-0.07686385758021391
AAPL,2019-03-01,AAPL_2019-03-01_34200000_57600000_60_10,0.8,390,-0.0031523009001049973,0.006077719561929776,-0.042240569440844936
AAPL,2019-03-04,AAPL_2019-03-04_34200000_57600000_60_10,1.0,390,-0.0026589260760226632,0.04655684987167723,-0.026258516181015025
AAPL,2019-03-05,AAPL_2019-03-05_34200000_57600000_60_10,0.77,390,-0.021897070140670577,-0.03500837441923821,-0.12310270773231909
AAPL,2019-03-06,AAPL_2019-03-06_34200000_57600000_60_10,0.86,390,0.0649037185796908,-0.03187547901591501,-0.03492193844809703
AAPL,2019-03-07,AAPL_2019-03-07_34200000_57600000_60_10,0.92,390,-0.06873988898417767,-0.07271264527070313,-0.003734593925065723
AAPL,2019-03-08,AAPL_2019-03-08_34200000_57600000_60_10,0.91,374,-0.016478411087390208,-0.11145064817316917,-0.10162662189373294
AAPL,2019-03-11,AAPL_2019-03-11_34200000_57600000_60_10,0.71,390,-0.04042805708955015,-0.12485018142265357,-0.05397830536706691
AAPL,2019-03-12,AAPL_2019-03-12_34200000_57600000_60_10,0.82,390,-0.006215872324336524,-0.02311807797155901,-0.005521202284202328
AAPL,2019-03-13,AAPL_2019-03-13_34200000_57600000_60_10,0.76,390,0.0339679752652816,-0.023644323410939177,-0.004787431301512587
AAPL,2019-03-14,AAPL_2019-03-14_34200000_57600000_60_10,0.75,390,0.03905867145766184,0.03919245433445428,-0.04711353797105697
AAPL,2019-03-15,AAPL_2019-03-15_34200000_57600000_60_10,0.73,390,0.0611737917314172,0.040296618768855326,-0.05010424216749542
AAPL,2019-03-18,AAPL_2019-03-18_34200000_57600000_60_10,0.81,390,-0.024354331529033362,-0.09743896519305482,-0.05119208965047085
AAPL,2019-03-19,AAPL_2019-03-19_34200000_57600000_60_10,0.84,390,-0.009216963594717133,0.01577956002539695,-0.018688872281766758
AAPL,2019-03-20,AAPL_2019-03-20_34200000_57600000_60_10,1.09,390,-0.09824207296688771,-0.023296298143341575,-0.05388855142060961
AAPL,2019-03-21,AAPL_2019-03-21_34200000_57600000_60_10,0.89,390,0.028918439099477503,0.010149856072921177,-0.0665391429836788
AAPL,2019-03-22,AAPL_2019-03-22_34200000_57600000_60_10,1.15,390,0.07160572211137657,0.026837664517078533,0.03673604342850629
AAPL,2019-03-25,AAPL_2019-03-25_34200000_57600000_60_10,1.32,390,-0.006222851102340986,-0.019567427787593298,0.021139237732530083
AAPL,2019-03-26,AAPL_2019-03-26_34200000_57600000_60_10,1.09,390,-0.004472041515194403,0.04241010024564894,-0.014431972922156503
AAPL,2019-03-27,AAPL_2019-03-27_34200000_57600000_60_10,1.16,390,-0.03458628175720309,-0.026415291574439836,-0.02018190037199193
AAPL,2019-03-28,AAPL_2019-03-28_34200000_57600000_60_10,0.99,390,-0.1144649206384336,-0.09249119516973241,-0.05241715087489605
AAPL,2019-03-29,AAPL_2019-03-29_34200000_57600000_60_10,0.85,390,-0.13506625825078858,-0.10271230373852214,-0.06856698930443875
AAPL,2019-04-01,AAPL_2019-04-01_34200000_57600000_60_10,0.95,390,-0.08893527876070416,-0.02928680285212105,-0.03666207360412987
AAPL,2019-04-02,AAPL_2019-04-02_34200000_57600000_60_10,0.77,390,-0.061604145000501064,-0.007689952799228889,-0.024738735833743766
AAPL,2019-04-03,AAPL_2019-04-03_34200000_57600000_60_10,1.04,390,-0.018143871197347134,0.005133528942602342,0.0681459078819168
AAPL,2019-04-04,AAPL_2019-04-04_34200000_57600000_60_10,0.92,390,-0.01716044132694101,0.006781521132797308,-0.004399552528845269
AAPL,2019-04-05,AAPL_2019-04-05_34200000_57600000_60_10,0.87,390,0.0018223093919296008,-0.06986786001307728,-0.09532642688300298
AAPL,2019-04-08,AAPL_2019-04-08_34200000_57600000_60_10,0.81,390,-0.03535159598785604,-0.07440004842821231,-0.006322692087888638
AAPL,2019-04-09,AAPL_2019-04-09_34200000_57600000_60_10,0.95,390,0.05445684145358918,0.021545382344654765,-0.011432673442544833
AAPL,2019-04-10,AAPL_2019-04-10_34200000_57600000_60_10,0.83,390,-0.041676007252309695,-0.06608061342918442,-0.019107649046321888
AAPL,2019-04-11,AAPL_2019-04-11_34200000_57600000_60_10,0.96,390,0.02753557870682356,-0.00824664829041585,-0.009640238929352394
AAPL,2019-04-12,AAPL_2019-04-12_34200000_57600000_60_10,0.83,390,-0.019990336144784644,0.02659255221202134,0.041845125150230526
AAPL,2019-04-15,AAPL_2019-04-15_34200000_57600000_60_10,0.84,390,0.0035783574208881944,-0.006388045857158452,-0.0667075668968307
AAPL,2019-04-16,AAPL_2019-04-16_34200000_57600000_60_10,0.73,390,0.03022646262531378,-0.011561712612935466,-0.08093692339445357
AAPL,2019-04-17,AAPL_2019-04-17_34200000_57600000_60_10,1.04,390,0.07650907452944497,0.02373848095241115,-0.009558963113896448
AAPL,2019-04-18,AAPL_2019-04-18_34200000_57600000_60_10,0.81,390,0.01515965435780451,-0.06622839453498913,-0.13516609398218538
AAPL,2019-04-22,AAPL_2019-04-22_34200000_57600000_60_10,0.91,390,-0.04545035177684856,-0.0027809937545127433,-0.035385151010821105
AAPL,2019-04-23,AAPL_2019-04-23_34200000_57600000_60_10,0.81,390,-0.0792544472882564,0.003958296053113762,-0.01465804745800805
AAPL,2019-04-24,AAPL_2019-04-24_34200000_57600000_60_10,1.0,390,0.029968530902550937,0.08249164999769741,0.017993020523703777
AAPL,2019-04-25,AAPL_2019-04-25_34200000_57600000_60_10,0.92,390,0.058469363890390424,0.036072301718792874,0.007822549834178684
AAPL,2019-04-26,AAPL_2019-04-26_34200000_57600000_60_10,1.02,390,-0.019303230310961834,-0.006867317701286895,-0.02893407862527549
AAPL,2019-04-29,AAPL_2019-04-29_34200000_57600000_60_10,0.86,390,-0.04829382574119488,-0.010233962186723585,-0.06051156534960024
AAPL,2019-04-30,AAPL_2019-04-30_34200000_57600000_60_10,1.13,390,0.039085633095761435,-0.03202648716807846,-0.046898636095431954
AAPL,2019-05-01,AAPL_2019-05-01_34200000_57600000_60_10,1.26,390,-0.01771855799189999,0.06719109836958129,-0.011615869044254849
AAPL,2019-05-02,AAPL_2019-05-02_34200000_57600000_60_10,1.38,390,0.027078979099753837,-0.08556967949604813,-0.02837013916552797
AAPL,2019-05-03,AAPL_2019-05-03_34200000_57600000_60_10,0.89,390,-0.06887743571069888,-0.003649454325609149,-0.029475971871781484
AAPL,2019-05-06,AAPL_2019-05-06_34200000_57600000_60_10,1.19,390,0.05446107062076417,-0.049560091565588875,0.029216974679911453
AAPL,2019-05-07,AAPL_2019-05-07_34200000_57600000_60_10,1.32,390,-0.013311679897548983,-0.0265707375547402,-0.05314346169963109
AAPL,2019-05-08,AAPL_2019-05-08_34200000_57600000_60_10,1.48,390,0.037190640448210605,-0.02025795173839723,-0.030422079074495276
AAPL,2019-05-09,AAPL_2019-05-09_34200000_57600000_60_10,1.49,390,-0.036540310572117776,-0.041257172971720074,-0.02070487896509834
AAPL,2019-05-10,AAPL_2019-05-10_34200000_57600000_60_10,1.65,390,-0.010017240501595113,-0.030253063939629656,-0.06974119007697296
AAPL,2019-05-13,AAPL_2019-05-13_34200000_57600000_60_10,1.65,390,-0.045002983908614305,-0.06139072802636375,-0.0011386471516736127
AAPL,2019-05-14,AAPL_2019-05-14_34200000_57600000_60_10,1.24,390,0.050634245146651984,-0.0574662095233931,-0.07910672362718504
AAPL,2019-05-15,AAPL_2019-05-15_34200000_57600000_60_10,0.97,390,-0.11778243435951138,-0.13532740401702484,-0.13739401569338114
AAPL,2019-05-16,AAPL_2019-05-16_34200000_57600000_60_10,1.19,390,0.07938504345584645,0.03086176166844904,0.06554839239582494
AAPL,2019-05-17,AAPL_2019-05-17_34200000_57600000_60_10,1.23,390,-0.042156146755033964,-0.06693090977588086,-0.0679141196202074
AAPL,2019-05-20,AAPL_2019-05-20_34200000_57600000_60_10,1.4,390,0.05441197530377022,-0.042915077673087984,-0.10940747764923801
AAPL,2019-05-21,AAPL_2019-05-21_34200000_57600000_60_10,0.88,390,-0.09755072122038866,-0.08495971756814666,-0.11112731910279211
AAPL,2019-05-22,AAPL_2019-05-22_34200000_57600000_60_10,1.2,390,0.009985197189865926,0.046721993427482865,0.0008829585938244802
AAPL,2019-05-23,AAPL_2019-05-23_34200000_57600000_60_10,1.17,390,-0.016980122750051965,0.02388455209130538,-0.002733588060508799
AAPL,2019-05-24,AAPL_2019-05-24_34200000_57600000_60_10,1.14,390,0.01654039788810404,-0.04696772760603449,-0.0500202021317071
AAPL,2019-05-28,AAPL_2019-05-28_34200000_57600000_60_10,1.19,390,-0.09153721870766737,0.007217367446392803,-0.008355199587712416
AAPL,2019-05-29,AAPL_2019-05-29_34200000_57600000_60_10,1.37,390,-0.056556907670594875,-0.0225931539529579,0.023996439393065457
AAPL,2019-05-30,AAPL_2019-05-30_34200000_57600000_60_10,1.08,390,-0.08139431763506601,-0.03908554001704935,-0.0728518367859133
AAPL,2019-05-31,AAPL_2019-05-31_34200000_57600000_60_10,1.24,390,-0.023042278647087633,-0.014696399168549779,0.0033675447054538742
AAPL,2019-06-03,AAPL_2019-06-03_34200000_57600000_60_10,1.86,390,0.0004902113193124784,-0.030851920136185852,-0.04137698213560545
AAPL,2019-06-04,AAPL_2019-06-04_34200000_57600000_60_10,1.19,390,0.07178214304575385,0.07652925479534112,0.048551671245682645
AAPL,2019-06-05,AAPL_2019-06-05_34200000_57600000_60_10,1.07,390,0.06977318372473623,0.07215652916591135,-0.0484367876154449
AAPL,2019-06-06,AAPL_2019-06-06_34200000_57600000_60_10,1.2,390,-0.06986839421766487,-0.027268865013882978,-0.07052934839070149
AAPL,2019-06-07,AAPL_2019-06-07_34200000_57600000_60_10,1.04,390,-0.08853571632197667,-0.010613479461726062,-0.05917387430600493
AAPL,2019-06-10,AAPL_2019-06-10_34200000_57600000_60_10,1.35,390,0.006345049538585844,-0.05209509037534911,0.021341059638359874
AAPL,2019-06-11,AAPL_2019-06-11_34200000_57600000_60_10,1.17,390,-0.033571517272234,-0.11986556699513777,-0.0384473260145934
AAPL,2019-06-12,AAPL_2019-06-12_34200000_57600000_60_10,1.21,390,-0.002966499485260817,-0.04073468138009761,-0.05406815389319945
AAPL,2019-06-13,AAPL_2019-06-13_34200000_57600000_60_10,1.07,390,-0.09909822668251325,-0.1403290884459634,-0.12310902018143573
AAPL,2019-06-14,AAPL_2019-06-14_34200000_57600000_60_10,1.06,390,-0.02383668685025651,-0.0779471077888917,-0.024661181271874145
AAPL,2019-06-17,AAPL_2019-06-17_34200000_57600000_60_10,1.0,390,-0.04061657739074502,-0.006521215005770652,-0.01553162385927962
AAPL,2019-06-18,AAPL_2019-06-18_34200000_57600000_60_10,1.22,390,0.06375148928224036,-0.038834289840831746,-0.05619074187036658
AAPL,2019-06-19,AAPL_2019-06-19_34200000_57600000_60_10,1.23,390,0.029505276994483538,-0.06048515455479649,-0.08057872173217978
AAPL,2019-06-20,AAPL_2019-06-20_34200000_57600000_60_10,0.98,390,0.026345748439046978,-0.0820915197202408,-0.03892643603648559
AAPL,2019-06-21,AAPL_2019-06-21_34200000_57600000_60_10,0.97,390,-0.01450041500407823,-0.025037228905734475,-0.07660528150769269
AAPL,2019-06-24,AAPL_2019-06-24_34200000_57600000_60_10,0.76,390,0.08555728068746679,0.010453778994502757,-0.10609861704392631
AAPL,2019-06-25,AAPL_2019-06-25_34200000_57600000_60_10,0.84,390,-0.15163085440492657,-0.00994060137145777,-0.035522541390027
AAPL,2019-06-26,AAPL_2019-06-26_34200000_57600000_60_10,0.81,390,0.0712203036806517,-0.05132379273114784,0.015169398327761378
AAPL,2019-06-27,AAPL_2019-06-27_34200000_57600000_60_10,0.72,390,-0.10037147927543934,-0.013738428011897862,0.0032562834532198523
AAPL,2019-06-28,AAPL_2019-06-28_34200000_57600000_60_10,0.77,390,0.09991782838647216,0.11594857830609807,0.06119840526786745
AAPL,2019-07-01,AAPL_2019-07-01_34200000_57600000_60_10,0.79,390,0.06262695638510912,0.09727856910504337,-0.008728309644794275
AAPL,2019-07-02,AAPL_2019-07-02_34200000_57600000_60_10,0.75,390,-0.003361914294127837,0.04634732314452851,-0.028763993654089114
AAPL,2019-07-03,AAPL_2019-07-03_34200000_57600000_60_10,5.03,390,0.02840740272491249,0.010307793011739579,0.005925027526586314
AAPL,2019-07-05,AAPL_2019-07-05_34200000_57600000_60_10,0.76,390,-0.05241992212339154,0.02412231012882156,-0.016576064448077896
AAPL,2019-07-08,AAPL_2019-07-08_34200000_57600000_60_10,0.82,390,0.021275576436555678,-0.016674117689875638,-0.07697909998153699
AAPL,2019-07-09,AAPL_2019-07-09_34200000_57600000_60_10,0.68,390,-0.06717850410772917,-0.005837834405128274,0.08068830190774708
AAPL,2019-07-10,AAPL_2019-07-10_34200000_57600000_60_10,1.14,390,-0.012583951058911927,-0.020084090336407467,0.008612116230770683
AAPL,2019-07-11,AAPL_2019-07-11_34200000_57600000_60_10,0.72,390,-0.0029185206118352383,-0.05107846915271724,-0.00527080623026562
AAPL,2019-07-12,AAPL_2019-07-12_34200000_57600000_60_10,0.76,390,-0.05714138788205758,-0.025766103953012848,-0.03758006842115224
AAPL,2019-07-15,AAPL_2019-07-15_34200000_57600000_60_10,0.7,390,-0.07268162695994773,-0.04808197951842759,-0.07609796525157654
AAPL,2019-07-16,AAPL_2019-07-16_34200000_57600000_60_10,0.81,390,0.0296579442546611,0.05112657413739925,0.06944448158077329
AAPL,2019-07-17,AAPL_2019-07-17_34200000_57600000_60_10,0.74,390,-0.06959885976730588,-0.003123015948332764,-0.019671838120571175
AAPL,2019-07-18,AAPL_2019-07-18_34200000_57600000_60_10,0.8,390,0.03517389248471101,0.039175452189251024,0.002200201058839867
AAPL,2019-07-19,AAPL_2019-07-19_34200000_57600000_60_10,0.75,390,-0.037629919159497434,0.02701681258638823,-0.009608583582286768
AAPL,2019-07-22,AAPL_2019-07-22_34200000_57600000_60_10,0.72,390,-0.018242360107823263,-0.0442099114020671,-0.038989420153073016
AAPL,2019-07-23,AAPL_2019-07-23_34200000_57600000_60_10,0.66,390,-0.01970155699548485,-0.10511138075207617,-0.03574737514245424
AAPL,2019-07-24,AAPL_2019-07-24_34200000_57600000_60_10,0.75,390,0.029156344080934805,0.06861573184101573,0.045671922859412996
AAPL,2019-07-25,AAPL_2019-07-25_34200000_57600000_60_10,0.77,390,-0.08015507473664865,-0.053036320378445495,-0.061927973069632
AAPL,2019-07-26,AAPL_2019-07-26_34200000_57600000_60_10,0.69,390,0.0125074632799684,-0.010781204395070836,-0.043293110153399164
AAPL,2019-07-29,AAPL_2019-07-29_34200000_57600000_60_10,0.65,390,-0.04835427927345809,0.0023772978438619343,-0.06346175857997456
AAPL,2019-07-30,AAPL_2019-07-30_34200000_57600000_60_10,0.71,390,0.04436319598238911,0.028845237398744356,0.033411397026156774
AAPL,2019-07-31,AAPL_2019-07-31_34200000_57600000_60_10,1.26,390,0.08983148175232766,0.014456059875444193,-0.011229468346241934
AAPL,2019-08-01,AAPL_2019-08-01_34200000_57600000_60_10,1.22,390,0.005538034116638774,0.05085186019720999,0.028926261369720974
AAPL,2019-08-02,AAPL_2019-08-02_34200000_57600000_60_10,1.23,390,-0.08898694907290784,-0.06637562794526412,-0.020406865254096965
AAPL,2019-08-05,AAPL_2019-08-05_34200000_57600000_60_10,1.12,390,0.004270871483261084,-0.03260971506692702,-0.07726139022368178
AAPL,2019-08-06,AAPL_2019-08-06_34200000_57600000_60_10,1.28,390,-0.004122860328415997,-0.014942668420620253,-0.04948022980049116
AAPL,2019-08-07,AAPL_2019-08-07_34200000_57600000_60_10,1.34,390,-0.03455277570933525,-0.06560011018952276,-0.061379825216738015
AAPL,2019-08-08,AAPL_2019-08-08_34200000_57600000_60_10,0.89,390,-0.07387509466238808,-0.07485532823910772,-0.05589746428396257
AAPL,2019-08-09,AAPL_2019-08-09_34200000_57600000_60_10,1.05,390,0.004553259162246616,0.03334451525512752,-0.05752458024522913
AAPL,2019-08-12,AAPL_2019-08-12_34200000_57600000_60_10,1.04,390,0.03334290976706234,0.02708977367911336,0.031983831556321944
AAPL,2019-08-13,AAPL_2019-08-13_34200000_57600000_60_10,1.27,390,0.07199243137739007,-0.04724620559891281,-0.016090542768608895
AAPL,2019-08-14,AAPL_2019-08-14_34200000_57600000_60_10,1.39,390,-0.03505438145256373,-0.053455210580336074,-0.10381500747542945
AAPL,2019-08-15,AAPL_2019-08-15_34200000_57600000_60_10,1.46,390,-0.05454911948885806,-0.06238165867208637,-0.04058767643676512
AAPL,2019-08-16,AAPL_2019-08-16_34200000_57600000_60_10,0.93,390,-0.04858245039259032,-0.036142453317408244,-0.02864884699308152
AAPL,2019-08-19,AAPL_2019-08-19_34200000_57600000_60_10,0.96,390,0.09796941420819441,0.01478929314733233,-0.036591935006840104
AAPL,2019-08-20,AAPL_2019-08-20_34200000_57600000_60_10,1.12,390,0.0020706274382028596,0.026802436309210163,0.06857684437372584
AAPL,2019-08-21,AAPL_2019-08-21_34200000_57600000_60_10,0.81,390,0.019577718779588388,-0.014254851436098141,-0.05871061385685632
AAPL,2019-08-22,AAPL_2019-08-22_34200000_57600000_60_10,0.94,390,0.038960904599349665,-0.017354391912646934,-0.03877987467496749
AAPL,2019-08-23,AAPL_2019-08-23_34200000_57600000_60_10,1.57,390,0.09480598146863582,0.03659268089685832,-0.029083839045679377
AAPL,2019-08-26,AAPL_2019-08-26_34200000_57600000_60_10,1.13,390,0.012647067667622622,0.06458238508950793,0.01855161030018393
AAPL,2019-08-27,AAPL_2019-08-27_34200000_57600000_60_10,1.17,390,-0.0121164648853258,-0.07836796083808066,-0.011299536594150176
AAPL,2019-08-28,AAPL_2019-08-28_34200000_57600000_60_10,1.16,390,0.0017711759162202276,-0.0198609125251856,-0.013533786936241474
AAPL,2019-08-29,AAPL_2019-08-29_34200000_57600000_60_10,0.98,390,-0.002580146879558204,-0.02947408917343259,-0.06559399237800417
AAPL,2019-08-30,AAPL_2019-08-30_34200000_57600000_60_10,0.99,390,0.010145956913490798,-0.026507989354122508,-0.023711841772540588
AAPL,2019-09-03,AAPL_2019-09-03_34200000_57600000_60_10,1.1,390,-0.09988134561787215,-0.1757387356851526,-0.05362489459842526
AAPL,2019-09-04,AAPL_2019-09-04_34200000_57600000_60_10,0.75,390,0.042103737382071106,-0.028612104815167187,-0.04394841325714979
AAPL,2019-09-05,AAPL_2019-09-05_34200000_57600000_60_10,0.83,390,-0.04637701192642856,-0.009608185970263737,-0.0005018216849662407
AAPL,2019-09-06,AAPL_2019-09-06_34200000_57600000_60_10,0.54,390,-0.04112290517439809,0.02901576075499903,0.006994461059059482
AAPL,2019-09-09,AAPL_2019-09-09_34200000_57600000_60_10,0.51,390,0.03736109594965621,-0.017108085374856474,0.038288635903769117
AAPL,2019-09-10,AAPL_2019-09-10_34200000_57600000_60_10,0.65,390,0.09388804506151627,0.04232128877028161,-0.004006906855434725
AAPL,2019-09-11,AAPL_2019-09-11_34200000_57600000_60_10,0.85,390,0.037033150272014995,-0.0805085537071694,-0.04337129015498747
AAPL,2019-09-12,AAPL_2019-09-12_34200000_57600000_60_10,0.9,390,0.09475570964434947,-0.034052542015227893,-0.022624863517036933
AAPL,2019-09-13,AAPL_2019-09-13_34200000_57600000_60_10,0.59,390,0.14238261394255686,0.02240257941264898,0.006447744049104715
AAPL,2019-09-16,AAPL_2019-09-16_34200000_57600000_60_10,0.59,390,0.020917835735404136,-0.004187364863645634,0.014139844564186285
AAPL,2019-09-17,AAPL_2019-09-17_34200000_57600000_60_10,0.67,390,-0.043177355984277015,-0.08629326875664337,-0.03709343375515982
AAPL,2019-09-18,AAPL_2019-09-18_34200000_57600000_60_10,0.8,299,0.03790750088154249,-0.07841089568475289,-0.046422644075780534
AAPL,2019-09-19,AAPL_2019-09-19_34200000_57600000_60_10,0.63,390,0.054110567296926516,-0.07113064415227288,-0.0524347379682795
AAPL,2019-09-20,AAPL_2019-09-20_34200000_57600000_60_10,0.87,390,0.08386441075361231,-0.002329180915643017,-0.06528148117575075
AAPL,2019-09-23,AAPL_2019-09-23_34200000_57600000_60_10,0.68,390,0.02043249664798426,-0.02474849019303264,-0.1352709369726007
AAPL,2019-09-24,AAPL_2019-09-24_34200000_57600000_60_10,0.79,390,0.0431778092963592,-0.07734064855932526,-0.05357218947526053
AAPL,2019-09-25,AAPL_2019-09-25_34200000_57600000_60_10,0.77,390,0.03315032237497537,-0.02593021710016559,-0.01820529718405618
AAPL,2019-09-26,AAPL_2019-09-26_34200000_57600000_60_10,0.66,390,-0.03464152655184836,-0.0836490175645791,-0.1015595488318741
AAPL,2019-09-27,AAPL_2019-09-27_34200000_57600000_60_10,0.74,390,0.018217181165018522,-0.018002327734988208,-0.017480520373562666
AAPL,2019-09-30,AAPL_2019-09-30_34200000_57600000_60_10,0.81,390,0.0008226440404312364,-0.04588821064802144,-0.013792236370458963
AAPL,2019-10-01,AAPL_2019-10-01_34200000_57600000_60_10,0.71,390,0.01894500907393527,-0.000305174529878393,0.0015743693534694173
AAPL,2019-10-02,AAPL_2019-10-02_34200000_57600000_60_10,0.72,390,0.028591539663254936,0.013902579222336266,-0.06916610265443103
AAPL,2019-10-03,AAPL_2019-10-03_34200000_57600000_60_10,0.96,390,-0.007875342892383582,-0.025146027806731832,-0.02388216955574411
AAPL,2019-10-04,AAPL_2019-10-04_34200000_57600000_60_10,1.0,390,-0.0183244567539446,0.01708735404098843,-0.06280759435289003
AAPL,2019-10-07,AAPL_2019-10-07_34200000_57600000_60_10,0.88,390,0.07497894658813947,-0.005267944180783076,0.001844129814166489
AAPL,2019-10-08,AAPL_2019-10-08_34200000_57600000_60_10,1.02,390,0.0630240387233853,-0.030847245725231863,-0.07957197273736949
AAPL,2019-10-09,AAPL_2019-10-09_34200000_57600000_60_10,0.88,390,-0.03285135893723784,-0.08728781857722422,-0.13980370607456238
AAPL,2019-10-10,AAPL_2019-10-10_34200000_57600000_60_10,0.73,390,-0.02961268452138198,-0.007303140920266257,-0.033178637716487595
