horizon,gross_ic,gross_ci_lo,gross_ci_hi,net_ic,mean_cost_bps,coverage_frac,n
1,0.01080088599133138,-0.013373273786868131,0.03481393741655421,-0.20406303521509128,3.372332738088258,1.0,6234
5,-0.004262491593071311,-0.02828138059500706,0.019067757395994454,-0.11940054315185139,3.3866873749657658,1.0,6191
15,-0.001957238349239864,-0.02642785247455181,0.021942546862621936,-0.08069157793153424,3.425037183164486,1.0,6076
